course_id,integration_id,short_name,long_name,account_id,term_id,status,start_date,end_date,course_format,blueprint_course_id
OBGY.809.202615.34E,,OBGY 809 34E:,26 SPRING OBGY 809 34E: OBGYN ACTING INTERNSHIP,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.818.202615.35R,,SURG 818 35R:,26 SPRING SURG 818 35R: SURGICAL INTENSIVE CARE UNIT,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.985.202615.330,,MPED 985 330:,26 SPRING MPED 985 330: OFF CAMPUS SIE,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.808.202615.33T,,IMED 808 33T:,26 SPRING IMED 808 33T: PHYS MED & REHAB IN/OUT PATNT,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MFCM.801.202615.31E,,MFCM 801 31E:,26 SPRING MFCM 801 31E: FAMILY MED OUTPATIENT CLINIC,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.942.202615.32D,,IMED 942 32D:,26 SPRING IMED 942 32D: ANTI MICRO STEWARDSHIP,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MEID.989.202615.32B,,MEID 989 32B:,26 SPRING MEID 989 32B: SPTP: APPLD MEDICAL ETHICS,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MEID.989.202615.33T,,MEID 989 33T:,26 SPRING MEID 989 33T: SPTP: ILLNESS SCRIPT COVID-19,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MPED.840.202615.31L,,MPED 840 31L:,26 SPRING MPED 840 31L: GENERAL PEDIATRICS OUTPATIENT,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.830.202615.35D,,IMED 830 35D:,26 SPRING IMED 830 35D: RHEUMATOLOGY,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.802.202615.36R,,MPED 802 36R:,26 SPRING MPED 802 36R: NEONATAL INTENSIVE CARE UNIT,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.831.202615.35R,,IMED 831 35R:,26 SPRING IMED 831 35R: MEDICAL ICU,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.806.202615.36T,,SURG 806 36T:,26 SPRING SURG 806 36T: ORTHOPEDIC SURGERY,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.803.202615.34H,,IMED 803 34H:,26 SPRING IMED 803 34H: CLIN CARDIOLOGY & ELECTROCARD,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.848.202615.35T,,MPED 848 35T:,26 SPRING MPED 848 35T: PEDIATRIC PULMONOLOGY,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.985.202615.370,,MPED 985 370:,26 SPRING MPED 985 370: OFF CAMPUS SIE,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.824.202615.31T,,MPED 824 31T:,26 SPRING MPED 824 31T: PEDIATRIC HEMATOLOGY/ONCOLOGY,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
OBGY.809.202615.37T,,OBGY 809 37T:,26 SPRING OBGY 809 37T: OBGYN ACTING INTERNSHIP,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.831.202615.33D,,IMED 831 33D:,26 SPRING IMED 831 33D: MEDICAL ICU,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
OBGY.914.202615.31E,,OBGY 914 31E:,26 SPRING OBGY 914 31E: UROGYNECOLOGY,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MPED.802.202615.36T,,MPED 802 36T:,26 SPRING MPED 802 36T: NEONATAL INTENSIVE CARE UNIT,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.802.202615.33R,,MPED 802 33R:,26 SPRING MPED 802 33R: NEONATAL INTENSIVE CARE UNIT,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MEID.989.202615.340,,MEID 989 340:,26 SPRING MEID 989 340: SPTP: USMLE EXTENDED STUDY,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MEID.989.202615.330,,MEID 989 330:,26 SPRING MEID 989 330: SPTP: STARS HIGH VALUE CARE,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
SURG.843.202615.37T,,SURG 843 37T:,26 SPRING SURG 843 37T: GENITOURINARY SURGERY,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.843.202615.36T,,SURG 843 36T:,26 SPRING SURG 843 36T: GENITOURINARY SURGERY,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.806.202615.37D,,IMED 806 37D:,26 SPRING IMED 806 37D: CLINICAL INFECTIOUS DISEASES,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MRAD.999.202615.310,,MRAD 999 310:,26 SPRING MRAD 999 310: ON CAMPUS SIE,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.831.202615.32D,,IMED 831 32D:,26 SPRING IMED 831 32D: MEDICAL ICU,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
SURG.806.202615.37T,,SURG 806 37T:,26 SPRING SURG 806 37T: ORTHOPEDIC SURGERY,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.845.202615.31T,,SURG 845 31T:,26 SPRING SURG 845 31T: TRANSPLANT SURGERY,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.831.202615.31T,,IMED 831 31T:,26 SPRING IMED 831 31T: MEDICAL ICU,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MPED.802.202615.33F,,MPED 802 33F:,26 SPRING MPED 802 33F: NEONATAL INTENSIVE CARE UNIT,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MPED.848.202615.36T,,MPED 848 36T:,26 SPRING MPED 848 36T: PEDIATRIC PULMONOLOGY,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MEID.618.202615.31B,,MEID 618 31B:,26 SPRING MEID 618 31B: MEDICAL STUDENT GRAND ROUNDS,CS.CLMD,202615,active,2026-01-12T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MPED.848.202615.37T,,MPED 848 37T:,26 SPRING MPED 848 37T: PEDIATRIC PULMONOLOGY,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.837.202615.36F,,MPED 837 36F:,26 SPRING MPED 837 36F: ADOLESCENT MEDICINE,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.808.202615.36E,,IMED 808 36E:,26 SPRING IMED 808 36E: PHYS MED & REHAB IN/OUT PATNT,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.802.202615.33T,,MPED 802 33T:,26 SPRING MPED 802 33T: NEONATAL INTENSIVE CARE UNIT,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MEID.985.202615.320,,MEID 985 320:,26 SPRING MEID 985 320: SPECIAL TOPIC,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.831.202615.33H,,IMED 831 33H:,26 SPRING IMED 831 33H: MEDICAL ICU,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.865.202615.34D,,IMED 865 34D:,26 SPRING IMED 865 34D: GASTROENTEROLOGY & HEPATOLOG,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.943.202615.33E,,IMED 943 33E:,26 SPRING IMED 943 33E: INFECT DISEAS ORTHO PAT POPUL,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.898.202615.33H,,IMED 898 33H:,26 SPRING IMED 898 33H: AMBULATORY GENERAL MEDICINE,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.898.202615.32D,,IMED 898 32D:,26 SPRING IMED 898 32D: AMBULATORY GENERAL MEDICINE,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.898.202615.32E,,IMED 898 32E:,26 SPRING IMED 898 32E: AMBULATORY GENERAL MEDICINE,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MPED.840.202615.34L,,MPED 840 34L:,26 SPRING MPED 840 34L: GENERAL PEDIATRICS OUTPATIENT,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.840.202615.35L,,MPED 840 35L:,26 SPRING MPED 840 35L: GENERAL PEDIATRICS OUTPATIENT,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MEID.989.202615.34E,,MEID 989 34E:,26 SPRING MEID 989 34E: SPTP: APPRECIATION OF HOSP OPS,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MEID.989.202615.33R,,MEID 989 33R:,26 SPRING MEID 989 33R: SPTP: PEDIATRIC ANESTHESIOLOGY,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
SURG.806.202615.37E,,SURG 806 37E:,26 SPRING SURG 806 37E: ORTHOPEDIC SURGERY,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.802.202615.31F,,MPED 802 31F:,26 SPRING MPED 802 31F: NEONATAL INTENSIVE CARE UNIT,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.803.202615.36E,,IMED 803 36E:,26 SPRING IMED 803 36E: CLIN CARDIOLOGY & ELECTROCARD,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.833.202615.31E,,IMED 833 31E:,26 SPRING IMED 833 31E: CLINICAL ENDOCRINOLOGY,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.803.202615.36R,,IMED 803 36R:,26 SPRING IMED 803 36R: CLIN CARDIOLOGY & ELECTROCARD,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MEID.989.202615.34D,,MEID 989 34D:,26 SPRING MEID 989 34D: SPTP: PEDS ADOLESNT GYNECOLOGY,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.802.202615.31R,,MPED 802 31R:,26 SPRING MPED 802 31R: NEONATAL INTENSIVE CARE UNIT,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
SURG.843.202615.33T,,SURG 843 33T:,26 SPRING SURG 843 33T: GENITOURINARY SURGERY,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
SURG.817.202615.31T,,SURG 817 31T:,26 SPRING SURG 817 31T: VASCULAR SURGERY,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.804.202615.31B,,IMED 804 31B:,26 SPRING IMED 804 31B: DERMATOLOGY,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.985.202615.370,,IMED 985 370:,26 SPRING IMED 985 370: OFF CAMPUS SIE,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPAT.985.202615.360,,MPAT 985 360:,26 SPRING MPAT 985 360: OFF CAMPUS SIE,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.807.202615.34E,,IMED 807 34E:,26 SPRING IMED 807 34E: GASTROENTEROLOGY,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.831.202615.37E,,IMED 831 37E:,26 SPRING IMED 831 37E: MEDICAL ICU,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.807.202615.34B,,IMED 807 34B:,26 SPRING IMED 807 34B: GASTROENTEROLOGY,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MEID.985.202615.330,,MEID 985 330:,26 SPRING MEID 985 330: SPECIAL TOPIC,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
SURG.832.202615.35D,,SURG 832 35D:,26 SPRING SURG 832 35D: CARDIOVASCULAR & THORACIC SURG,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.898.202615.33D,,IMED 898 33D:,26 SPRING IMED 898 33D: AMBULATORY GENERAL MEDICINE,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MRAD.811.202615.37T,,MRAD 811 37T:,26 SPRING MRAD 811 37T: PEDIATRIC IMAGING,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.832.202615.37R,,SURG 832 37R:,26 SPRING SURG 832 37R: CARDIOVASCULAR & THORACIC SURG,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
EMED.811.202615.35R,,EMED 811 35R:,26 SPRING EMED 811 35R: CAREER EXPLORATION- EMERG MED,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
EMED.811.202615.30H,,EMED 811 30H:,26 SPRING EMED 811 30H: CAREER EXPLORATION- EMERG MED,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.801.202615.37R,,MPED 801 37R:,26 SPRING MPED 801 37R: PRIM PEDIATRIC CARE-COMMUNITY,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.838.202615.32T,,SURG 838 32T:,26 SPRING SURG 838 32T: SURGICAL ONCOLOGY,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MPED.829.202615.31T,,MPED 829 31T:,26 SPRING MPED 829 31T: PEDIATRIC ACTING INTERNSHIP,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.833.202615.31T,,IMED 833 31T:,26 SPRING IMED 833 31T: CLINICAL ENDOCRINOLOGY,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.898.202615.33R,,IMED 898 33R:,26 SPRING IMED 898 33R: AMBULATORY GENERAL MEDICINE,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.833.202615.32E,,IMED 833 32E:,26 SPRING IMED 833 32E: CLINICAL ENDOCRINOLOGY,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
SURG.806.202615.36R,,SURG 806 36R:,26 SPRING SURG 806 36R: ORTHOPEDIC SURGERY,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.865.202615.37L,,IMED 865 37L:,26 SPRING IMED 865 37L: GASTROENTEROLOGY & HEPATOLOG,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.838.202615.35T,,SURG 838 35T:,26 SPRING SURG 838 35T: SURGICAL ONCOLOGY,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.833.202615.34D,,IMED 833 34D:,26 SPRING IMED 833 34D: CLINICAL ENDOCRINOLOGY,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MRAD.811.202615.34T,,MRAD 811 34T:,26 SPRING MRAD 811 34T: PEDIATRIC IMAGING,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.816.202615.35T,,SURG 816 35T:,26 SPRING SURG 816 35T: SURGERY ACTING INTERNSHIP,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.823.202615.36E,,SURG 823 36E:,26 SPRING SURG 823 36E: LIVER/KIDNEY TRANSPLANTATION,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.823.202615.31E,,SURG 823 31E:,26 SPRING SURG 823 31E: LIVER/KIDNEY TRANSPLANTATION,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
SURG.838.202615.37T,,SURG 838 37T:,26 SPRING SURG 838 37T: SURGICAL ONCOLOGY,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.807.202615.35B,,IMED 807 35B:,26 SPRING IMED 807 35B: GASTROENTEROLOGY,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.823.202615.33E,,SURG 823 33E:,26 SPRING SURG 823 33E: LIVER/KIDNEY TRANSPLANTATION,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
SURG.823.202615.32E,,SURG 823 32E:,26 SPRING SURG 823 32E: LIVER/KIDNEY TRANSPLANTATION,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
SURG.823.202615.35E,,SURG 823 35E:,26 SPRING SURG 823 35E: LIVER/KIDNEY TRANSPLANTATION,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MRAD.801.202615.36E,,MRAD 801 36E:,26 SPRING MRAD 801 36E: DIAGNOSTIC RADIOLOGY,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.808.202615.31D,,IMED 808 31D:,26 SPRING IMED 808 31D: PHYS MED & REHAB IN/OUT PATNT,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
OBGY.802.202615.32H,,OBGY 802 32H:,26 SPRING OBGY 802 32H: OBSTETRICS & GYNECOLOGY,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.807.202615.36H,,IMED 807 36H:,26 SPRING IMED 807 36H: GASTROENTEROLOGY,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.985.202615.360,,IMED 985 360:,26 SPRING IMED 985 360: OFF CAMPUS SIE,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MEID.825.202615.320,,MEID 825 320:,26 SPRING MEID 825 320: VALUE BASED MEDICINE,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MEID.707.202615.CC1,,"MEID-707:30B,30D,30H,30R","26 SPRING MEID 707 30B: ENDO & REPRO SCI: 30B, 30D, 30H, 30R",CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.807.202615.36T,,IMED 807 36T:,26 SPRING IMED 807 36T: GASTROENTEROLOGY,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
EMED.811.202615.34R,,EMED 811 34R:,26 SPRING EMED 811 34R: CAREER EXPLORATION- EMERG MED,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MRAD.810.202615.34T,,MRAD 810 34T:,26 SPRING MRAD 810 34T: CURRENT CONCEPTS-NUCLEAR MED,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
EMED.811.202615.37T,,EMED 811 37T:,26 SPRING EMED 811 37T: CAREER EXPLORATION- EMERG MED,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MPED.829.202615.33R,,MPED 829 33R:,26 SPRING MPED 829 33R: PEDIATRIC ACTING INTERNSHIP,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
OBGY.809.202615.32T,,OBGY 809 32T:,26 SPRING OBGY 809 32T: OBGYN ACTING INTERNSHIP,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.807.202615.37H,,IMED 807 37H:,26 SPRING IMED 807 37H: GASTROENTEROLOGY,CS.CLMD,202615,active,2026-06-08T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MRAD.801.202615.36D,,MRAD 801 36D:,26 SPRING MRAD 801 36D: DIAGNOSTIC RADIOLOGY,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.806.202615.33F,,SURG 806 33F:,26 SPRING SURG 806 33F: ORTHOPEDIC SURGERY,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MPED.829.202615.32T,,MPED 829 32T:,26 SPRING MPED 829 32T: PEDIATRIC ACTING INTERNSHIP,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.808.202615.31B,,IMED 808 31B:,26 SPRING IMED 808 31B: PHYS MED & REHAB IN/OUT PATNT,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.31R,,NEXT 800 31R:,26 SPRING NEXT 800 31R: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
IMED.834.202615.36D,,IMED 834 36D:,26 SPRING IMED 834 36D: CLINICAL GASTROENTEROLOGY,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.816.202615.32E,,SURG 816 32E:,26 SPRING SURG 816 32E: SURGERY ACTING INTERNSHIP,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
OBGY.805.202615.35D,,OBGY 805 35D:,26 SPRING OBGY 805 35D: REPRODUCTIVE ENDOCRINOLOGY,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.875.202615.34D,,SURG 875 34D:,26 SPRING SURG 875 34D: TRAUMA SURGERY,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MEID.828.202615.350,,MEID 828 350:,26 SPRING MEID 828 350: CRITICAL INQUIRY & RESEARCH,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.890.202615.36T,,IMED 890 36T:,26 SPRING IMED 890 36T: SUB INTERNSHIP MED ONCOLOGY,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
SURG.806.202615.35E,,SURG 806 35E:,26 SPRING SURG 806 35E: ORTHOPEDIC SURGERY,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.808.202615.35B,,IMED 808 35B:,26 SPRING IMED 808 35B: PHYS MED & REHAB IN/OUT PATNT,CS.CLMD,202615,active,2026-05-04T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
MRAD.809.202615.33T,,MRAD 809 33T:,26 SPRING MRAD 809 33T: NEURORADIOLOGY,CS.CLMD,202615,active,2026-03-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
OBGY.808.202615.34T,,OBGY 808 34T:,26 SPRING OBGY 808 34T: MATERNAL-FETAL MEDICINE,CS.CLMD,202615,active,2026-04-06T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.31E,,NEXT 800 31E:,26 SPRING NEXT 800 31E: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.32R,,NEXT 800 32R:,26 SPRING NEXT 800 32R: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-03-23T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.30D,,NEXT 800 30D:,26 SPRING NEXT 800 30D: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.30H,,NEXT 800 30H:,26 SPRING NEXT 800 30H: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.31D,,NEXT 800 31D:,26 SPRING NEXT 800 31D: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
MHUM.814.202615.310,,MHUM 814 310:,26 SPRING MHUM 814 310: OPERS BORDER HLTH PREPARE,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.31H,,NEXT 800 31H:,26 SPRING NEXT 800 31H: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-02-02T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.32B,,NEXT 800 32B:,26 SPRING NEXT 800 32B: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-06-01T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.32D,,NEXT 800 32D:,26 SPRING NEXT 800 32D: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-03-23T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.32E,,NEXT 800 32E:,26 SPRING NEXT 800 32E: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-03-23T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
IMED.808.202615.31E,,IMED 808 31E:,26 SPRING IMED 808 31E: PHYS MED & REHAB IN/OUT PATNT,CS.CLMD,202615,active,2026-01-05T00:00:00-06:00,2026-07-31T12:00:00-05:00,,
NEXT.800.202615.32H,,NEXT 800 32H:,26 SPRING NEXT 800 32H: NEUROLOGY CLERKSHIP,CS.CLMD,202615,active,2026-03-23T00:00:00-05:00,2026-07-31T12:00:00-05:00,,
